threshold,precision,recall,f1
0.00028083683,0.18085106382978725,1.0,0.3063063063063063
0.00028203675,0.18094272681196147,1.0,0.30643776824034336
0.00028288155,0.1810344827586207,1.0,0.3065693430656934
0.00028317378,0.1811263318112633,1.0,0.30670103092783507
0.00028328315,0.18121827411167513,1.0,0.3068328319724968
0.0002839069,0.18131030980192991,1.0,0.3069647463456578
0.00028426579,0.18140243902439024,1.0,0.30709677419354836
0.00028437015,0.18149466192170818,1.0,0.3072289156626506
0.0002844233,0.18158697863682605,1.0,0.30736117089969867
0.00028468782,0.18167938931297709,1.0,0.30749354005167956
0.0002854877,0.18177189409368635,1.0,0.3076260232658337
0.00028551658,0.18186449312277128,1.0,0.3077586206896552
0.00028594563,0.1819571865443425,1.0,0.3078913324708926
0.00028614362,0.1820499745028047,1.0,0.30802415875754957
0.0002871997,0.18214285714285713,1.0,0.3081570996978852
0.0002878708,0.18223583460949463,1.0,0.30829015544041455
0.00028790344,0.18232890704800817,1.0,0.3084233261339093
0.00028883546,0.18242207460398568,1.0,0.3085566119273984
0.00028897097,0.18251533742331288,1.0,0.3086900129701686
0.00028909362,0.1826086956521739,1.0,0.3088235294117647
0.0002905038,0.1827021494370522,1.0,0.3089571614019905
0.00029139646,0.1827956989247312,1.0,0.3090909090909091
0.00029162964,0.18288934426229508,1.0,0.3092247726288437
0.0002942886,0.18298308559712967,1.0,0.3093587521663778
0.0002952669,0.18307692307692308,1.0,0.3094928478543563
0.00029545446,0.1831708568496665,1.0,0.30962705984388555
0.0002967802,0.18326488706365504,1.0,0.30976138828633404
0.00029795733,0.18335901386748846,1.0,0.3098958333333333
0.00029847334,0.18345323741007194,1.0,0.3100303951367781
0.00029847963,0.18354755784061696,1.0,0.31016507384882713
0.00029856927,0.18364197530864199,1.0,0.31029986962190353
0.0003002397,0.18373648996397324,1.0,0.3104347826086956
0.00030049085,0.18383110195674562,1.0,0.31056981296215747
0.0003034229,0.1839258114374034,1.0,0.3107049608355092
0.00030412173,0.18402061855670104,1.0,0.31084022638223774
0.00030540163,0.18411552346570398,1.0,0.31097560975609756
0.0003089189,0.18421052631578946,1.0,0.3111111111111111
0.00030930672,0.18430562725864738,1.0,0.31124673060156927
0.00030976502,0.184400826446281,1.0,0.31138246838203226
0.00031090114,0.18449612403100776,1.0,0.31151832460732987
0.00031147106,0.18459152016546018,1.0,0.3116542994325622
0.0003117405,0.18468701500258666,1.0,0.31179039301310046
0.00031206076,0.18478260869565216,1.0,0.3119266055045872
0.00031491197,0.18487830139823924,1.0,0.3120629370629371
0.00031526762,0.1849740932642487,1.0,0.31219938784433754
0.00031687436,0.18506998444790046,1.0,0.3123359580052493
0.00031854754,0.18516597510373445,1.0,0.312472647702407
0.00031886203,0.1852620653866113,1.0,0.3126094570928196
0.00031907277,0.1853582554517134,1.0,0.31274638633377133
0.00031960433,0.18545454545454546,1.0,0.31288343558282206
0.0003215803,0.18555093555093555,1.0,0.313020604997808
0.00032166587,0.1856474258970359,1.0,0.3131578947368421
0.00032209177,0.18574401664932363,1.0,0.3132953049583151
0.00032288284,0.18584070796460178,1.0,0.31343283582089554
0.0003240612,0.1859375,1.0,0.31357048748353095
0.00032448382,0.18603439291297552,1.0,0.31370826010544817
